"0","1143224408","2047259095"
"1","1996892111","1565439838"
"2","1563057293","1564213676"
"3","1563057145","1018232844"
"4","2001589960","25973766"
"5","476008651","25974029"
"6","370402348","1952174884"
"7","1588182625","2399808602"
"8","355644654","1289594317"
"9","1393409891","1116109947"
"10","1392112207","2687084266"
"11","1392159750","1446021401"
"12","27353305","175639641"
"13","476808061","757059353"
"14","697275345","1134638651"
"15","25974015","1444838367"
"16","1996874923","354978652"
"17","1545660060","2687084271"
"18","1828387864","1563845789"
"19","394810758","2513850589"
"20","1300472945","155322799"
"21","267359047","1366400441"
"22","2431279517","1564214428"
"23","309110095","2617255159"
"24","155319995","2399808604"
"25","135583634","1289594850"
"26","1564213874","1838569757"
"27","1289558770","1286875289"
"28","2054329227","387522517"
"29","355891151","1289568252"
"30","392008983","1565440631"
"31","1296516025","765065970"
"32","27354443","676801768"
"33","26164841","21713674"
"34","1289594398","286154483"
"35","1393409884","1297834895"
"36","155389458","696828106"
"37","1393440631","1295004910"
"38","1838601647","1289563947"
"39","757036178","697275348"
"40","2138284671","1982765613"
"41","1436620457","267359053"
"42","1289594715","1714942926"
"43","285432984","851575103"
"44","392008988","1289558941"
"45","921190425","1289558977"
"46","1392099662","765339532"
"47","130488095","237992785"
"48","232888671","1563057079"
"49","2518405017","232719932"
"50","1563012252","1714943784"
"51","423346413","370437399"
"52","1143224389","153047910"
"53","2605951662","285418927"
"54","1564213782","1392107762"
"55","1393439348","1289606652"
"56","1400285020","1286938184"
"57","1996856422","155322804"
"58","263892614","1289596640"
"59","921182239","25984663"
"60","1464415448","1289558754"
"61","734826307","1563012257"
"62","283423782","1393440634"
"63","1384145879","354978668"
"64","2054329207","1300472821"
"65","775585662","1289594722"
"66","1553902162","889253161"
"67","775625109","165118050"
"68","24958964","25974025"
"69","25670549","1366400451"
"70","1289594757","1393447468"
"71","248701145","738187000"
"72","1392159739","1838538780"
"73","1259761197","585175602"
"74","1289594895","611326185"
"75","1828387902","473873428"
"76","1387393079","1289595177"
"77","370411741","1289594986"
"78","282288098","1289594831"
"79","1289595045","1177960629"
"80","1289606725","1564213921"
"81","1289594650","1465008167"
"82","1570644787","25974020"
"83","473873426","1140296584"
"84","1563845724","231235808"
"85","370437405","223386377"
"86","144049074","387526809"
"87","1209467031","374136339"
"88","355887063","1436620605"
"89","290458295","282824301"
"90","267359077","285420660"
"91","2117151303","2529563677"
"92","2529563698","135583632"
"93","1448733940","1289606701"
"94","1838569758","2001589943"
"95","392008996","1564214129"
"96","1565440153","1143224301"
"97","282804780","851575052"
"98","1289558864","1018232302"
"99","1996947119","1565440488"
