"0","1040759090","315519827"
"1","300108095","1778220119"
"2","25871883","1249073755"
"3","2548452370","1934988967"
"4","1290886674","416706760"
"5","1222786630","25673930"
"6","2652024338","300108088"
"7","672188420","403652757"
"8","360897097","60793858"
"9","1250893355","1555519305"
"10","983183271","1245319944"
"11","1550989783","1714897328"
"12","1040160461","1776333495"
"13","60793911","302855466"
"14","416707645","1484954335"
"15","1224343252","338749427"
"16","1681021817","416610574"
"17","345356401","331515033"
"18","1289256327","331515005"
"19","32437352","25872036"
"20","331515117","1924916632"
"21","60793899","370572866"
"22","21257617","959453846"
"23","1224170337","60699438"
"24","673456782","333793366"
"25","359298844","300108237"
"26","1386372801","1207139435"
"27","985374522","340237541"
"28","1386372820","26049125"
"29","1233987904","25675237"
"30","297482727","287905366"
"31","1224317702","317876069"
"32","298073045","300107779"
"33","338859839","1778220410"
"34","378134557","1714897266"
"35","300107984","1326770692"
"36","340237530","1944023844"
"37","1672232376","1030966783"
"38","300107984","1776333700"
"39","1040759151","330642900"
"40","1139793194","352727117"
"41","172516","288462531"
"42","1024749437","298074232"
"43","416610571","985374549"
"44","1484954305","416610576"
"45","25872022","1776333343"
"46","360768342","370436595"
"47","1431536515","701270486"
"48","1222786622","2652024382"
"49","1715046281","331510467"
"50","331507305","330656792"
"51","25871873","2652024317"
"52","332449988","1272554165"
"53","300108106","1249876260"
"54","1550175541","1326714464"
"55","340237551","26049147"
"56","331038248","300108058"
"57","1224317664","1616805857"
"58","31850251","959419601"
"59","340237014","332453154"
"60","355278893","303881608"
"61","340231917","300107618"
"62","379013175","1681021864"
"63","1289256304","673472860"
"64","1944023838","300108208"
"65","370436561","364828416"
"66","1313922796","32437970"
"67","1445699171","1778219668"
"68","297346179","1778220437"
"69","300107403","1934989146"
"70","338798773","714238179"
"71","315519820","54283798"
"72","302855456","25674662"
"73","297482727","566768613"
"74","673456830","1663467776"
"75","1222786612","332449986"
"76","1224343174","1233987984"
"77","1083935370","2287213974"
"78","60793880","1837816173"
"79","30960004","330642899"
"80","300107389","416706772"
"81","1500996014","1207139446"
"82","282747219","1080398397"
"83","331507374","237752898"
"84","416707626","288418396"
"85","1616805691","1040758873"
"86","332449957","1030967101"
"87","55691371","1684572009"
"88","330656622","352727008"
"89","300107727","1224317550"
"90","1224317480","1825777083"
"91","1030820943","340453437"
"92","340235052","60794978"
"93","60692017","2287210217"
"94","300107689","28807614"
"95","1207245341","1245373204"
"96","2287213976","170377780"
"97","1500995999","1550175572"
"98","1550175737","1616806352"
"99","1550175819","30960053"
