"0","2409213417","1140140895"
"1","1140079547","25658462"
"2","1544957962","26517325"
"3","255617360","304756833"
"4","1314502818","1549446898"
"5","359908650","1187765945"
"6","426978089","1186903068"
"7","357625509","305817038"
"8","306607004","2142289695"
"9","1624823199","342286711"
"10","1328266790","1837440495"
"11","25655135","306603488"
"12","1838565704","25661062"
"13","1223055637","1134588981"
"14","392019765","523637099"
"15","306616168","31624838"
"16","305232949","306601509"
"17","366429316","21311888"
"18","305835664","306702447"
"19","2245320223","1634347111"
"20","1140088595","306616663"
"21","1572509515","1413857814"
"22","306603470","1400002844"
"23","530258351","320237016"
"24","25656642","2212953524"
"25","1317169450","305834001"
"26","267213942","1434219899"
"27","1223055610","523637095"
"28","1549446899","1024814940"
"29","64929058","1572509420"
"30","2493472017","24568207"
"31","1208829338","1140088678"
"32","305832262","365478673"
"33","1272593679","1643689860"
"34","1563991689","1549447040"
"35","310288835","1138616737"
"36","317673002","2149677772"
"37","2530577917","61860914"
"38","1208829259","1549257885"
"39","308051683","282751594"
"40","1544913828","1838294024"
"41","306600527","355733459"
"42","1140111760","2397318827"
"43","83232394","1186903059"
"44","1418643052","29381027"
"45","2026317516","306600553"
"46","603690528","1140094977"
"47","1110084845","1931987497"
"48","1138624727","1248555581"
"49","1448513391","1838288311"
"50","1838537841","1399953477"
"51","29381141","300524470"
"52","1140083393","2249406302"
"53","306703122","110613113"
"54","25658226","2687053828"
"55","323128838","1544957915"
"56","25660118","1140094981"
"57","473226956","306616718"
"58","29542408","524680898"
"59","1994461410","1483392086"
"60","25656636","1165960290"
"61","305837071","170353801"
"62","359887570","332304483"
"63","387497872","26396256"
"64","1140079680","1544913830"
"65","1035742544","630075876"
"66","310288875","2249406258"
"67","871303196","305806918"
"68","244178516","392019760"
"69","597577426","1208829259"
"70","306604523","305814475"
"71","306269294","248124330"
"72","2640712204","1157156579"
"73","369610224","306616170"
"74","306603554","1935347326"
"75","297481218","1165960204"
"76","306606979","170348066"
"77","25657937","26230853"
"78","1957638913","306607032"
"79","332304236","305843315"
"80","1186903091","25973266"
"81","459613584","306702551"
"82","26516747","359949136"
"83","1844429058","1557397528"
"84","1549446948","1643689875"
"85","1140079671","371079978"
"86","25660117","1549257727"
"87","1131753530","2631029128"
"88","442292718","2072084251"
"89","307189503","977504717"
"90","317679552","426978170"
"91","1399998581","274841681"
"92","1240137143","523637113"
"93","1140079618","1544913513"
"94","1110084778","305837512"
"95","344969419","307298215"
"96","248124361","340196030"
"97","307460003","1251673900"
"98","304320915","1563991677"
"99","1844429466","1328266792"
